position,lap_time_ms,year,month,day,circuit_id,driver_number,driver_age,pit_next_lap,stint,race_progressed,nationality_id,compound_id,tyre_life,position_change,fast_stop
17,103481,2022,3,20,3,27,39,0,2,0.649122807,12,1,18,0,0
20,113374,2022,3,20,3,27,39,0,3,0.771929825,12,2,7,0,0
16,106790,2023,3,5,3,27,39,0,1,0.192982456,12,1,14,-1,0
16,102931,2023,3,5,3,27,39,0,2,0.456140351,12,3,15,0,0
16,118689,2023,3,5,3,27,39,0,3,0.701754386,12,3,14,1,0
20,113555,2024,3,2,3,27,39,0,1,0.01754386,12,1,1,0,0
19,100798,2024,3,2,3,27,39,0,2,0.350877193,12,3,19,-2,0
15,99569,2024,3,2,3,27,39,0,3,0.719298246,12,3,21,-1,0
20,101958,2025,4,13,3,27,39,0,1,0.087719298,12,1,5,0,0
17,102461,2025,4,13,3,27,39,0,2,0.473684211,12,2,22,0,0
12,119370,2023,7,30,13,27,39,0,1,0.272727273,12,2,12,-4,0
13,117257,2023,7,30,13,27,39,0,2,0.545454545,12,1,12,-1,0
19,115520,2024,7,28,13,27,39,0,1,0.159090909,12,2,7,-3,0
16,114819,2024,7,28,13,27,39,0,2,0.454545455,12,3,13,-1,1
6,92981,2023,11,26,24,81,25,0,1,0.236363636,3,2,13,-1,1
3,91580,2023,11,26,24,81,25,0,2,0.654545455,3,3,23,1,1
18,92201,2024,12,8,24,81,25,0,1,0.072727273,3,2,4,0,0
9,91627,2024,12,8,24,81,25,0,2,0.581818182,3,3,28,0,0
2,92723,2025,12,7,24,81,25,0,1,0.745454545,3,3,41,-1,1
11,122932,2023,4,2,1,81,25,0,2,0.931034483,3,3,46,0,1
6,96501,2024,3,24,1,81,25,0,1,0.155172414,3,2,9,-2,1
4,96781,2024,3,24,1,81,25,0,2,0.672413793,3,3,31,-1,1
3,169543,2025,3,16,1,81,25,1,1,0.034482759,3,,,0,1
3,162307,2025,3,16,1,81,25,1,2,0.051724138,3,,,0,1
3,155725,2025,3,16,1,81,25,0,3,0.068965517,3,,,0,1
2,127025,2025,3,16,1,81,25,0,4,0.586206897,3,4,34,0,1
15,191082,2025,3,16,1,81,25,0,5,0.75862069,3,,,-13,1
15,119278,2023,7,2,70,81,25,0,1,0.028169014,3,2,2,1,1
13,82818,2023,7,2,70,81,25,0,2,0.197183099,3,2,14,0,1
17,77056,2023,7,2,70,81,25,0,3,0.309859155,3,3,8,-2,0
15,74404,2023,7,2,70,81,25,0,4,0.577464789,3,3,19,1,1
2,74343,2024,6,30,70,81,25,0,1,0.352112676,3,2,25,-1,1
4,73906,2024,6,30,70,81,25,0,2,0.718309859,3,3,26,-1,1
1,74728,2025,6,29,70,81,25,0,1,0.338028169,3,2,24,0,1
1,73038,2025,6,29,70,81,25,0,2,0.746478873,3,3,29,0,1
12,112245,2023,4,30,73,81,25,0,1,0.156862745,3,2,8,-1,1
3,113511,2024,9,15,73,81,25,0,1,0.294117647,3,2,15,-1,1
5,100739,2024,3,2,3,81,25,0,1,0.210526316,3,1,15,2,0
5,99211,2024,3,2,3,81,25,0,2,0.596491228,3,3,22,1,0
1,101297,2025,4,13,3,81,25,0,1,0.245614035,3,1,17,0,0
1,108702,2025,4,13,3,81,25,0,2,0.561403509,3,2,18,0,0
6,114271,2024,7,28,13,81,25,0,1,0.25,3,2,11,-2,1
1,111738,2024,7,28,13,81,25,0,2,0.681818182,3,3,19,0,0
16,94856,2023,11,26,24,2,25,0,1,0.272727273,1,2,16,-2,1
16,92696,2023,11,26,24,2,25,0,2,0.745454545,1,3,26,0,1
17,131454,2023,4,2,1,2,25,1,1,0.017241379,1,3,1,0,1
19,133100,2023,4,2,1,2,25,0,2,0.034482759,1,2,1,-2,1
17,99313,2023,4,2,1,2,25,0,4,0.620689655,1,2,28,-1,1
15,644225,2023,4,2,1,2,25,0,6,0.948275862,1,,,0,0
16,119986,2023,7,2,70,2,25,0,1,0.028169014,1,2,2,1,1
15,84472,2023,7,2,70,2,25,0,2,0.197183099,1,2,14,-1,1
11,75763,2023,7,2,70,2,25,0,3,0.605633803,1,3,29,-2,1
20,84605,2024,6,30,70,2,25,0,1,0.014084507,1,2,1,0,0
20,76433,2024,6,30,70,2,25,0,2,0.281690141,1,2,25,0,1
20,75384,2024,6,30,70,2,25,0,3,0.690140845,1,3,29,0,1
17,114130,2023,4,30,73,2,25,0,1,0.156862745,1,2,8,-4,1
10,103880,2023,3,5,3,2,25,0,1,0.210526316,1,1,12,1,0
10,102409,2023,3,5,3,2,25,0,2,0.526315789,1,1,18,0,0
12,113753,2023,3,5,3,2,25,0,3,0.701754386,1,3,10,1,0
20,161860,2024,3,2,3,2,25,0,1,0.175438596,1,,,-7,0
20,100535,2024,3,2,3,2,25,0,2,0.49122807,1,3,18,0,0
20,99817,2024,3,2,3,2,25,0,3,0.701754386,1,3,12,0,0
11,118908,2023,7,30,13,2,25,0,1,0.181818182,1,1,8,-1,0
16,118451,2023,7,30,13,2,25,0,2,0.545454545,1,2,16,0,0
17,117484,2023,7,30,13,2,25,0,3,0.772727273,1,2,10,1,1
18,115636,2024,7,28,13,2,25,0,1,0.181818182,1,2,8,0,1
19,115713,2024,7,28,13,2,25,0,2,0.545454545,1,2,16,-2,0
19,130710,2024,12,8,24,43,23,0,1,0.054545455,2,2,3,-1,0
15,92799,2025,12,7,24,43,23,0,1,0.272727273,2,2,15,1,1
20,93034,2025,12,7,24,43,23,0,2,0.727272727,2,3,25,-1,1
14,76450,2025,6,29,70,43,23,0,1,0.183098592,2,1,13,-4,1
14,75693,2025,6,29,70,43,23,0,2,0.549295775,2,2,26,0,1
10,113374,2024,9,15,73,43,23,0,1,0.196078431,2,2,10,-2,1
16,110980,2025,9,21,73,43,23,0,1,0.31372549,2,2,16,-3,1
13,93037,2024,12,8,24,61,23,0,1,0.4,3,2,22,-2,1
12,103531,2025,4,13,3,61,23,0,1,0.157894737,3,1,9,-1,0
9,101908,2025,4,13,3,61,23,0,2,0.49122807,3,2,19,0,0
9,94497,2024,12,8,24,30,24,1,1,0.418181818,17,2,23,-3,1
16,116467,2024,12,8,24,30,24,0,2,0.436363636,17,3,1,-7,1
18,92322,2024,12,8,24,30,24,0,3,0.527272727,17,3,6,0,0
12,95813,2025,12,7,24,30,24,0,1,0.381818182,17,2,21,-6,0
16,169299,2025,3,16,1,30,24,1,1,0.034482759,17,,,0,1
16,165341,2025,3,16,1,30,24,1,2,0.051724138,17,,,0,1
16,160393,2025,3,16,1,30,24,0,3,0.068965517,17,,,0,1
15,128342,2025,3,16,1,30,24,0,4,0.568965517,17,4,32,0,1
6,75289,2025,6,29,70,30,24,0,1,0.450704225,17,2,32,-1,1
5,109664,2025,9,21,73,30,24,0,1,0.392156863,17,2,26,-2,1
14,103984,2025,4,13,3,30,24,0,1,0.245614035,17,2,14,-5,0
16,129302,2025,4,13,3,30,24,0,2,0.561403509,17,3,18,1,0
13,92815,2025,12,7,24,12,19,0,1,0.581818182,13,3,32,-2,1
13,169800,2025,3,16,1,12,19,1,1,0.034482759,13,,,0,1
13,164755,2025,3,16,1,12,19,1,2,0.051724138,13,,,0,1
13,154598,2025,3,16,1,12,19,0,3,0.068965517,13,,,0,1
10,112635,2025,3,16,1,12,19,0,4,0.568965517,13,4,33,1,1
11,108276,2025,3,16,1,12,19,0,5,0.75862069,13,3,11,-1,1
6,109655,2025,9,21,73,12,19,0,1,0.352941176,13,2,23,-2,1
4,101886,2025,4,13,3,12,19,0,1,0.210526316,13,1,15,0,0
8,101768,2025,4,13,3,12,19,0,2,0.473684211,13,2,15,0,0
12,124952,2025,4,13,3,12,19,0,3,0.561403509,13,1,8,0,0
15,128264,2025,7,27,13,12,19,0,1,0.272727273,13,4,12,1,0
14,112443,2025,7,27,13,12,19,0,2,0.681818182,13,2,18,0,1
14,92668,2025,12,7,24,38,21,0,1,0.254545455,5,2,14,-2,1
17,169798,2025,3,16,1,38,21,1,1,0.034482759,5,,,0,1
17,165379,2025,3,16,1,38,21,1,2,0.051724138,5,,,0,1
17,165744,2025,3,16,1,38,21,0,3,0.068965517,5,,,0,1
16,130476,2025,3,16,1,38,21,0,4,0.672413793,5,4,35,-1,1
16,122961,2025,3,16,1,38,21,0,5,0.75862069,5,,,0,1
15,74538,2025,6,29,70,38,21,0,1,0.154929577,5,1,11,-4,1
10,74083,2025,6,29,70,38,21,0,2,0.549295775,5,3,28,-1,1
12,114465,2024,9,15,73,38,21,0,1,0.274509804,5,2,14,-4,1
14,110592,2025,9,21,73,38,21,0,1,0.549019608,5,3,28,-1,1
7,102596,2025,4,13,3,38,21,0,1,0.245614035,5,1,14,0,0
10,126958,2025,4,13,3,38,21,0,2,0.561403509,5,3,18,-1,0
12,127261,2025,7,27,13,38,21,0,1,0.272727273,5,2,1,-1,0
6,91832,2025,12,7,24,5,21,0,1,0.272727273,4,2,15,1,1
14,169572,2025,3,16,1,5,21,1,1,0.034482759,4,,,0,1
14,165217,2025,3,16,1,5,21,1,2,0.051724138,4,,,0,1
14,154822,2025,3,16,1,5,21,0,3,0.068965517,4,,,0,1
13,130326,2025,3,16,1,5,21,0,4,0.568965517,4,4,33,1,0
13,112582,2025,3,16,1,5,21,0,5,0.75862069,4,2,11,0,0
7,75062,2025,6,29,70,5,21,0,1,0.295774648,4,2,21,-2,1
5,74673,2025,6,29,70,5,21,0,2,0.690140845,4,2,28,0,1
11,110598,2025,9,21,73,5,21,0,1,0.509803922,4,3,26,-2,1
15,102993,2025,4,13,3,5,21,0,1,0.228070175,4,2,13,-3,0
18,132657,2025,4,13,3,5,21,0,2,0.561403509,4,3,19,0,0
10,127969,2025,7,27,13,5,21,0,1,0.272727273,4,4,12,0,1
9,92759,2025,12,7,24,6,21,0,1,0.254545455,11,2,14,-1,1
15,102317,2025,6,29,70,6,21,0,1,0.028169014,11,1,2,1,1
10,74834,2025,6,29,70,6,21,0,2,0.394366197,11,2,26,-2,1
8,109300,2025,9,21,73,6,21,0,1,0.568627451,11,2,33,-1,1
18,102366,2025,4,13,3,6,21,0,1,0.105263158,11,1,6,-2,0
13,102076,2025,4,13,3,6,21,0,2,0.49122807,11,2,22,1,0
17,98544,2023,4,2,1,21,31,0,2,0.775862069,9,2,37,-1,1
16,467991,2023,4,2,1,21,31,0,4,0.948275862,9,,,0,0
18,120121,2023,7,2,70,21,31,0,1,0.028169014,9,2,2,1,1
18,75255,2023,7,2,70,21,31,0,2,0.169014085,9,2,12,0,1
15,74889,2023,7,2,70,21,31,0,3,0.521126761,9,3,25,0,1
17,105460,2023,3,5,3,21,31,0,1,0.192982456,9,1,11,1,0
12,102309,2023,3,5,3,21,31,0,2,0.473684211,9,3,16,2,0
13,127109,2025,7,27,13,43,23,0,1,0.272727273,2,4,12,0,0
18,112935,2025,7,27,13,43,23,0,2,0.636363636,2,2,16,-1,1
18,130058,2025,7,27,13,10,30,0,1,0.25,11,4,11,-4,0
4,125678,2025,7,27,13,6,21,0,1,0.295454545,11,4,13,4,0
19,114281,2025,7,27,13,6,21,0,2,0.454545455,11,2,10,0,1
14,130597,2025,7,27,13,44,41,0,1,0.25,5,4,11,-1,1
19,129695,2025,7,27,13,27,39,0,1,0.25,12,4,11,-4,0
10,112356,2025,7,27,13,27,39,0,2,0.727272727,12,2,21,0,0
9,127696,2025,7,27,13,30,24,0,1,0.272727273,17,4,12,0,1
3,125855,2025,7,27,13,16,28,0,1,0.272727273,16,4,12,0,0
1,122962,2025,7,27,13,4,26,0,1,0.295454545,5,4,13,0,0
10,129199,2025,7,27,13,31,29,0,1,0.295454545,11,4,13,1,0
2,126019,2025,7,27,13,81,25,0,1,0.272727273,3,4,12,-1,0
5,126737,2025,7,27,13,63,28,0,1,0.272727273,5,4,12,0,0
14,127240,2025,7,27,13,55,31,0,1,0.272727273,18,4,12,1,0
18,113275,2025,7,27,13,55,31,0,2,0.590909091,18,2,14,0,0
16,127592,2025,7,27,13,18,27,0,1,0.272727273,6,4,12,1,0
3,127153,2025,7,27,13,22,26,0,1,0.295454545,14,4,13,3,1
4,125626,2025,7,27,13,33,28,0,1,0.272727273,9,4,12,0,0
5,93751,2022,7,3,9,14,45,0,2,0.634615385,18,2,32,0,0
5,115176,2022,7,3,9,14,45,0,3,0.75,18,3,6,1,0
13,95528,2022,7,3,9,10,30,0,2,0.307692308,11,1,15,0,0
1,92256,2022,7,3,9,44,41,0,2,0.634615385,5,2,32,0,0
3,97878,2022,7,3,9,44,41,0,3,0.75,5,3,6,0,0
8,94509,2022,7,3,9,6,31,0,2,0.365384615,6,1,18,0,0
11,123623,2022,7,3,9,6,31,0,3,0.75,6,2,20,0,0
1,92501,2022,7,3,9,16,28,0,2,0.480769231,16,2,24,0,0
9,94249,2022,7,3,9,20,33,0,2,0.423076923,8,2,23,0,0
10,94418,2022,7,3,9,47,27,0,2,0.365384615,12,2,18,1,0
9,125584,2022,7,3,9,47,27,0,3,0.75,12,3,20,0,0
4,93055,2022,7,3,9,4,26,0,2,0.653846154,5,2,34,0,0
5,123070,2022,7,3,9,4,26,0,3,0.769230769,5,3,6,1,0
7,94779,2022,7,3,9,31,29,0,2,0.423076923,11,1,21,0,0
4,95398,2022,7,3,9,11,36,0,2,0.096153846,15,2,4,0,0
4,108331,2022,7,3,9,11,36,0,3,0.75,15,2,35,0,0
9,95067,2022,7,3,9,3,37,0,2,0.384615385,3,2,20,2,0
13,99926,2022,7,3,9,3,37,0,3,0.615384615,3,3,12,0,0
13,102605,2022,7,3,9,3,37,0,4,0.730769231,3,1,6,1,0
1,92799,2022,7,3,9,55,31,0,2,0.384615385,18,2,19,0,0
1,98360,2022,7,3,9,55,31,0,3,0.75,18,3,19,1,0
14,95004,2022,7,3,9,18,27,0,2,0.288461538,6,2,16,0,0
9,125554,2022,7,3,9,18,27,0,3,0.769230769,6,3,26,3,0
14,95184,2022,7,3,9,22,26,0,2,0.346153846,14,1,17,0,0
14,110542,2022,7,3,9,22,26,0,3,0.730769231,14,3,21,1,0
1,94701,2022,7,3,9,33,28,0,2,0.230769231,9,2,11,0,0
6,94122,2022,7,3,9,33,28,0,3,0.442307692,9,2,11,0,0
8,123868,2022,7,3,9,33,28,0,4,0.75,9,3,16,0,0
12,94962,2022,7,3,9,5,39,0,2,0.115384615,12,1,5,2,0
7,122980,2022,7,3,9,5,39,0,3,0.75,12,2,35,0,0
6,96773,2023,7,9,9,23,30,0,1,0.615384615,19,2,32,1,0
4,123930,2023,7,9,9,14,45,0,1,0.634615385,18,2,34,0,0
12,105965,2023,7,9,9,77,36,0,1,0.615384615,10,3,32,1,0
14,93299,2023,7,9,9,21,31,0,1,0.519230769,9,1,27,0,0
16,110128,2023,7,9,9,21,31,0,2,0.615384615,9,2,5,1,0
6,93391,2023,7,9,9,10,30,0,1,0.596153846,11,2,31,-1,0
3,123496,2023,7,9,9,44,41,0,1,0.634615385,5,2,33,0,0
16,94412,2023,7,9,9,27,39,0,1,0.134615385,12,3,7,0,0
18,114146,2023,7,9,9,27,39,0,2,0.615384615,12,2,25,1,0
4,92475,2023,7,9,9,16,28,0,1,0.346153846,16,2,18,0,0
7,96215,2023,7,9,9,16,28,0,2,0.615384615,16,3,14,2,0
2,122830,2023,7,9,9,4,26,0,1,0.634615385,5,2,33,0,0
8,92235,2023,7,9,9,11,36,0,1,0.538461538,15,2,28,0,0
3,92563,2023,7,9,9,81,25,0,1,0.557692308,3,2,29,0,0
4,92504,2023,7,9,9,63,28,0,1,0.538461538,5,1,31,0,0
5,93181,2023,7,9,9,55,31,0,1,0.5,18,2,26,0,0
12,92723,2023,7,9,9,2,25,0,1,0.557692308,1,2,29,1,0
11,92933,2023,7,9,9,18,27,0,1,0.596153846,6,2,32,0,0
14,94769,2023,7,9,9,22,26,0,1,0.269230769,14,1,14,-1,0
13,107079,2023,7,9,9,22,26,0,2,0.615384615,14,3,18,2,0
1,118611,2023,7,9,9,33,28,0,1,0.634615385,9,2,33,0,0
15,93170,2023,7,9,9,24,27,0,1,0.461538462,7,2,24,0,0
15,124102,2023,7,9,9,24,27,0,2,0.634615385,7,3,9,2,0
15,140527,2023,7,9,9,24,27,0,3,0.692307692,7,1,3,2,0
9,107754,2024,7,7,9,23,30,0,1,0.519230769,19,2,27,2,0
10,97843,2024,7,7,9,23,30,0,2,0.730769231,19,4,11,0,0
7,108513,2024,7,7,9,14,45,0,1,0.519230769,18,2,27,2,0
8,98684,2024,7,7,9,14,45,0,2,0.730769231,18,4,11,0,0
15,109533,2024,7,7,9,77,36,0,1,0.5,10,2,26,0,0
14,99987,2024,7,7,9,77,36,0,2,0.711538462,10,4,11,0,0
2,105183,2024,7,7,9,44,41,0,1,0.519230769,5,2,27,1,0
2,97220,2024,7,7,9,44,41,0,2,0.730769231,5,4,11,0,0
7,101853,2024,7,7,9,27,39,0,1,0.5,12,2,26,0,0
6,97245,2024,7,7,9,27,39,0,2,0.75,12,4,13,0,0
7,105868,2024,7,7,9,16,28,0,1,0.365384615,16,2,19,0,0
16,105912,2024,7,7,9,16,28,0,2,0.519230769,16,4,8,0,0
15,98357,2024,7,7,9,16,28,0,3,0.711538462,16,4,10,0,0
10,111325,2024,7,7,9,20,33,0,1,0.519230769,8,2,27,2,0
11,102038,2024,7,7,9,20,33,0,2,0.711538462,8,4,10,0,0
1,104806,2024,7,7,9,4,26,0,1,0.519230769,5,2,27,0,0
1,96746,2024,7,7,9,4,26,0,2,0.75,5,4,12,0,0
18,101731,2024,7,7,9,31,29,0,1,0.365384615,11,1,19,0,0
18,99736,2024,7,7,9,31,29,0,2,0.403846154,11,4,2,0,0
18,118710,2024,7,7,9,31,29,0,3,0.5,11,2,5,0,0
16,99440,2024,7,7,9,31,29,0,4,0.730769231,11,4,12,1,0
15,101868,2024,7,7,9,11,36,0,1,0.365384615,15,3,19,0,0
16,105224,2024,7,7,9,11,36,0,2,0.538461538,15,4,9,1,0
16,99697,2024,7,7,9,11,36,0,3,0.711538462,15,4,9,0,0
16,90795,2024,7,7,9,11,36,0,4,0.903846154,15,2,10,0,0
1,112976,2024,7,7,9,81,25,0,1,0.538461538,3,2,28,2,0
4,97106,2024,7,7,9,81,25,0,2,0.730769231,3,4,10,1,0
14,104813,2024,7,7,9,3,37,0,1,0.5,3,2,26,0,0
12,100483,2024,7,7,9,3,37,0,2,0.711538462,3,4,11,1,0
4,107698,2024,7,7,9,63,28,0,1,0.519230769,5,2,27,0,0
6,102481,2024,7,7,9,55,31,0,1,0.5,18,2,26,0,0
2,96802,2024,7,7,9,55,31,0,2,0.75,18,4,13,3,0
5,89434,2024,7,7,9,55,31,0,3,0.961538462,18,3,11,0,0
11,112246,2024,7,7,9,2,25,0,1,0.519230769,1,2,27,2,0
11,98811,2024,7,7,9,2,25,0,2,0.730769231,1,4,11,2,0
8,100784,2024,7,7,9,18,27,0,1,0.5,6,2,26,1,0
7,97759,2024,7,7,9,18,27,0,2,0.75,6,4,13,0,0
8,108126,2024,7,7,9,22,26,0,1,0.519230769,14,2,27,2,0
9,98670,2024,7,7,9,22,26,0,2,0.730769231,14,4,11,0,0
5,101491,2024,7,7,9,33,28,0,1,0.5,9,2,26,0,0
3,95963,2024,7,7,9,33,28,0,2,0.730769231,9,4,12,0,0
19,94235,2024,7,7,9,24,27,0,1,0.230769231,7,1,12,0,0
19,106313,2024,7,7,9,24,27,0,2,0.365384615,7,2,7,0,0
19,105113,2024,7,7,9,24,27,0,3,0.5,7,4,7,0,0
18,101608,2024,7,7,9,24,27,0,4,0.711538462,7,4,11,0,0
3,109680,2025,7,6,9,23,30,0,1,0.230769231,19,4,12,5,0
5,99220,2025,7,6,9,23,30,0,2,0.807692308,19,4,30,6,0
6,109478,2025,7,6,9,14,45,0,1,0.211538462,18,4,11,1,0
7,100138,2025,7,6,9,14,45,0,2,0.711538462,18,4,26,1,0
4,133229,2025,7,6,9,12,19,0,1,0.038461538,13,4,2,4,0
14,99336,2025,7,6,9,12,19,0,2,0.173076923,13,3,7,0,0
7,154329,2025,7,6,9,12,19,0,3,0.384615385,13,,,8,0
15,103208,2025,7,6,9,38,21,0,1,0.192307692,5,3,10,2,0
10,99875,2025,7,6,9,38,21,0,2,0.788461538,5,4,31,1,0
5,109240,2025,7,6,9,10,30,0,1,0.211538462,11,4,11,1,0
7,102126,2025,7,6,9,10,30,0,2,0.788461538,11,4,30,-1,0
14,102691,2025,7,6,9,6,21,0,1,0.192307692,11,2,10,2,0
4,109484,2025,7,6,9,44,41,0,1,0.211538462,5,4,11,0,0
4,99553,2025,7,6,9,44,41,0,2,0.788461538,5,4,30,0,0
8,105879,2025,7,6,9,27,39,0,1,0.173076923,12,4,9,2,0
3,98912,2025,7,6,9,27,39,0,2,0.807692308,12,4,33,0,0
13,100092,2025,7,6,9,16,28,0,1,0.192307692,16,2,10,2,0
4,102920,2025,7,6,9,16,28,0,2,0.807692308,16,4,32,4,0
2,107735,2025,7,6,9,4,26,0,1,0.211538462,5,4,11,1,0
1,98903,2025,7,6,9,4,26,0,2,0.846153846,5,4,33,1,0
6,123452,2025,7,6,9,31,29,0,1,0.346153846,11,4,18,1,0
7,99944,2025,7,6,9,31,29,0,2,0.807692308,11,4,24,5,0
1,105937,2025,7,6,9,81,25,0,1,0.211538462,3,4,11,0,0
1,97478,2025,7,6,9,81,25,0,2,0.826923077,3,4,32,0,0
10,102417,2025,7,6,9,63,28,0,1,0.192307692,5,3,10,3,0
6,101178,2025,7,6,9,63,28,0,2,0.730769231,5,4,28,2,0
7,109688,2025,7,6,9,55,31,0,1,0.211538462,18,4,11,1,0
9,100264,2025,7,6,9,55,31,0,2,0.788461538,18,4,30,0,0
8,131987,2025,7,6,9,18,27,0,1,0.115384615,6,4,6,3,0
5,100708,2025,7,6,9,18,27,0,2,0.192307692,6,1,4,6,0
5,100951,2025,7,6,9,18,27,0,3,0.788461538,6,4,31,0,0
9,111245,2025,7,6,9,22,26,0,1,0.211538462,14,4,11,2,0
13,103258,2025,7,6,9,22,26,0,2,0.788461538,14,4,30,0,0
3,110497,2025,7,6,9,33,28,0,1,0.211538462,9,4,11,-1,0
6,99465,2025,7,6,9,33,28,0,2,0.788461538,9,4,30,1,0
17,96605,2022,6,19,7,23,30,0,1,0.257142857,19,2,18,-5,0
15,104349,2022,6,19,7,23,30,0,2,0.685714286,19,3,30,-1,0
6,95395,2022,6,19,7,14,45,0,1,0.4,18,2,28,-2,0
6,124106,2022,6,19,7,14,45,0,2,0.7,18,3,21,0,0
8,124303,2022,6,19,7,77,36,0,1,0.7,10,3,49,-1,0
20,95629,2022,6,19,7,10,30,0,1,0.071428571,11,2,5,-2,0
17,95091,2022,6,19,7,10,30,0,2,0.514285714,11,3,31,-3,0
6,115793,2022,6,19,7,44,41,0,1,0.128571429,5,2,9,-2,0
4,95224,2022,6,19,7,44,41,0,2,0.628571429,5,3,35,-1,0
18,121354,2022,6,19,7,6,31,0,1,0.128571429,6,2,9,-2,0
18,101659,2022,6,19,7,6,31,0,2,0.528571429,6,3,28,0,0
9,97332,2022,6,19,7,16,28,0,1,0.585714286,16,3,41,-3,0
20,109469,2022,6,19,7,20,33,0,1,0.1,8,2,7,-14,0
18,122715,2022,6,19,7,4,26,0,1,0.271428571,5,3,19,-6,0
17,96060,2022,6,19,7,4,26,0,2,0.6,5,3,23,-1,0
7,98624,2022,6,19,7,31,29,0,1,0.271428571,11,2,19,-1,0
5,116379,2022,6,19,7,31,29,0,2,0.7,11,3,30,0,0
12,105448,2022,6,19,7,3,37,0,1,0.271428571,3,2,19,-3,0
11,121580,2022,6,19,7,3,37,0,2,0.7,3,3,30,-1,0
5,94337,2022,6,19,7,63,28,0,1,0.271428571,5,2,19,-1,0
4,93940,2022,6,19,7,63,28,0,2,0.642857143,5,3,26,-1,0
3,119333,2022,6,19,7,55,31,0,1,0.285714286,18,2,20,-2,0
2,96178,2022,6,19,7,55,31,0,2,0.7,18,3,29,-1,0
13,96353,2022,6,19,7,18,27,0,1,0.671428571,6,3,47,-5,0
15,122570,2022,6,19,7,22,26,0,1,0.128571429,14,2,9,0,1
15,95346,2022,6,19,7,22,26,0,2,0.671428571,14,3,38,-3,1
3,112842,2022,6,19,7,33,28,0,1,0.128571429,9,2,9,-2,0
2,93478,2022,6,19,7,33,28,0,2,0.614285714,9,3,34,-1,0
19,95658,2022,6,19,7,5,39,0,1,0.071428571,12,2,6,-4,1
14,105322,2022,6,19,7,5,39,0,2,0.271428571,12,3,14,1,0
10,101392,2022,6,19,7,24,27,0,1,0.271428571,7,2,19,-2,0
10,123273,2022,6,19,7,24,27,0,2,0.7,7,3,30,-1,0
12,110487,2023,6,18,7,23,30,0,1,0.171428571,19,2,13,-3,0
3,99554,2023,6,18,7,14,45,0,1,0.171428571,18,2,12,0,0
2,93629,2023,6,18,7,14,45,0,2,0.585714286,18,3,29,0,0
11,94981,2023,6,18,7,77,36,0,1,0.514285714,10,3,36,-3,0
18,96152,2023,6,18,7,21,31,0,1,0.157142857,9,2,11,-2,0
19,94364,2023,6,18,7,21,31,0,2,0.714285714,9,3,39,0,0
19,100116,2023,6,18,7,10,30,0,1,0.142857143,11,1,10,-6,0
18,95144,2023,6,18,7,10,30,0,2,0.471428571,11,3,23,-3,0
2,99747,2023,6,18,7,44,41,0,1,0.171428571,5,2,12,0,0
3,93525,2023,6,18,7,44,41,0,2,0.571428571,5,3,28,0,0
15,95932,2023,6,18,7,27,39,0,1,0.157142857,12,2,11,-8,0
19,95300,2023,6,18,7,27,39,0,2,0.442857143,12,3,20,-4,0
4,94031,2023,6,18,7,16,28,0,1,0.557142857,16,2,39,0,0
18,139693,2023,6,18,7,20,33,0,1,0.5,8,3,35,-6,0
18,94636,2023,6,18,7,20,33,0,2,0.757142857,8,2,18,0,0
11,111157,2023,6,18,7,4,26,0,1,0.171428571,5,2,12,-4,0
12,93992,2023,6,18,7,4,26,0,2,0.5,5,3,23,-3,0
8,104968,2023,6,18,7,31,29,0,1,0.171428571,11,2,12,-3,0
10,94988,2023,6,18,7,31,29,0,2,0.514285714,11,3,24,-3,0
6,93650,2023,6,18,7,11,36,0,1,0.528571429,15,3,37,0,1
6,92565,2023,6,18,7,11,36,0,2,0.971428571,15,2,31,0,1
10,105429,2023,6,18,7,81,25,0,1,0.171428571,3,2,12,-4,0
13,94059,2023,6,18,7,81,25,0,2,0.528571429,3,3,25,-6,1
19,218446,2023,6,18,7,63,28,0,1,0.171428571,5,,,-15,0
5,94125,2023,6,18,7,55,31,0,1,0.542857143,18,2,38,0,0
17,94477,2023,6,18,7,18,27,0,1,0.157142857,6,2,11,-4,0
19,94832,2023,6,18,7,18,27,0,2,0.385714286,6,3,16,-3,0
20,109276,2023,6,18,7,22,26,0,1,0.014285714,14,2,1,0,0
17,98070,2023,6,18,7,22,26,0,2,0.485714286,14,3,33,-4,0
1,93192,2023,6,18,7,33,28,0,1,0.171428571,9,2,12,0,0
1,93273,2023,6,18,7,33,28,0,2,0.6,9,3,30,0,0
13,108723,2023,6,18,7,24,27,0,1,0.171428571,7,2,12,1,0
19,98634,2023,6,18,7,24,27,0,2,0.457142857,7,3,20,-5,0
11,125520,2024,6,9,7,23,30,0,1,0.357142857,19,4,25,-2,0
10,103196,2024,6,9,7,23,30,0,2,0.628571429,19,4,19,0,0
6,118830,2024,6,9,7,14,45,0,1,0.357142857,18,4,25,-1,0
6,100506,2024,6,9,7,14,45,0,2,0.628571429,18,4,19,-1,0
16,102791,2024,6,9,7,77,36,0,1,0.6,10,4,42,-4,0
16,128873,2024,6,9,7,10,30,0,1,0.357142857,11,4,25,-1,0
18,102267,2024,6,9,7,10,30,0,2,0.571428571,11,4,15,-4,0
5,117109,2024,6,9,7,44,41,0,1,0.357142857,5,4,25,1,0
7,101297,2024,6,9,7,44,41,0,2,0.614285714,5,4,18,-2,0
